"PVWatts Hourly PV Performance Data"
"Requested Location","detroit, mi"
"Location","Lat, Lng: 42.33, -83.06"
"Latitude (DD)","42.33"
"Longitude (DD)","-83.06"
"Elevation (m)","186.44999694824"
"DC System Size (kW)","80"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","6","8","22","97","0","2.5","0.12","104.265","2.307","7450.614","6869.524"
"3","6","9","0","71","1","2.8","0.12","65.929","2.382","4625.065","4144.096"
"3","6","10","11","191","1","2.9","0.12","191.542","4.937","13676.628","12874.926"
"3","6","11","0","134","2","2.9","0.12","126.032","4.585","8829.167","8199.229"
"3","6","12","0","139","2","2.8","0.12","130.822","4.728","9147.365","8506.153"
"3","6","13","0","163","3","2.7","0.12","154.412","6.278","10801.522","10101.696"
"3","6","14","18","218","3","2.5","0.12","224.554","7.951","15883.563","15003.66"
"3","6","15","0","111","3","2.3","0.12","104.173","5.389","7309.64","6733.545"
"3","6","16","0","74","2","1.6","0.12","68.954","3.829","4839.573","4351.003"
"3","6","17","0","29","1","1.1","0.12","26.87","1.797","1802.489","1421.534"
"3","6","18","0","0","0","1.2","0.12","0","0","0","0"
"3","6","19","0","0","0","1.3","0.12","0","0","0","0"
"3","6","20","0","0","0","1.4","0.12","0","0","0","0"
"3","6","21","0","0","0","1.4","0.12","0","0","0","0"
"3","6","22","0","0","-1","1.4","0.12","0","-1","0","0"
"3","6","23","0","0","-1","1.4","0.12","0","-1","0","0"
"3","7","0","0","0","-1","1.4","0.12","0","-1","0","0"
"3","7","1","0","0","-1","1.5","0.12","0","-1","0","0"
"3","7","2","0","0","-1","1.5","0.12","0","-1","0","0"
"3","7","3","0","0","-1","1.4","0.12","0","-1","0","0"
"3","7","4","0","0","-1","1.3","0.12","0","-1","0","0"
"3","7","5","0","0","-1","1.4","0.12","0","-1","0","0"
"3","7","6","0","0","-1","1.7","0.12","0","-1","0","0"
"3","7","7","150","37","0","2.2","0.12","64.016","1.393","3553.886","3110.873"
"3","7","8","490","93","1","2.4","0.12","291.785","7.548","20741.785","19689.736"
"3","7","9","684","115","2","2.4","0.12","533.142","14.073","38651.09","36964.443"
"3","7","10","789","125","3","2.3","0.12","733.994","19.903","51717.954","49568.296"
"3","7","11","606","190","4","2.3","0.12","735.213","20.892","51173.914","49043.534"
"3","7","12","860","130","5","2.4","0.12","921.54","25.782","62915.877","60369.432"
"3","7","13","456","257","6","2.6","0.12","690.154","20.979","47805.5","45794.476"
"3","7","14","825","122","6","3.1","0.12","799.465","21.962","55735.169","53443.165"
"3","7","15","769","108","5","3.3","0.12","635.245","17.301","45415.761","43489.415"
"3","7","16","657","88","4","2.9","0.12","415.691","12.598","30079.687","28696.76"
"3","7","17","427","56","2","2.8","0.12","174.846","5.556","11264.141","10547.922"
"3","7","18","0","0","0","3.7","0.12","0","0","0","0"
"3","7","19","0","0","0","4.4","0.12","0","0","0","0"
"3","7","20","0","0","0","4","0.12","0","0","0","0"
"3","7","21","0","0","0","3.7","0.12","0","0","0","0"
"3","7","22","0","0","0","3.9","0.12","0","0","0","0"
"3","7","23","0","0","0","4.3","0.12","0","0","0","0"
"3","8","0","0","0","0","4.9","0.12","0","0","0","0"
"3","8","1","0","0","0","5.5","0.12","0","0","0","0"
"3","8","2","0","0","0","5.7","0.12","0","0","0","0"
"3","8","3","0","0","0","5.9","0.12","0","0","0","0"
"3","8","4","0","0","0","5.8","0.12","0","0","0","0"
"3","8","5","0","0","0","5.9","0.12","0","0","0","0"
"3","8","6","0","0","0","6.3","0.12","0","0","0","0"
"3","8","7","0","9","0","6.3","0.12","8.321","0.106","497.686","162.966"
"3","8","8","0","56","1","6.6","0.12","51.967","1.656","3641.183","3195.076"
"3","8","9","0","46","2","7","0.12","42.669","2.516","2940.389","2519.114"
"3","8","10","0","109","2","7.2","0.12","101.922","3.206","7165.549","6594.56"
"3","8","11","0","116","3","7","0.12","108.535","4.308","7567.588","6982.353"
"3","8","12","3","181","3","6.9","0.12","174.722","5.126","12306.556","11553.401"
"3","8","13","0","68","3","7","0.12","63.213","3.761","4324.913","3854.58"
"3","8","14","0","78","4","7","0.12","72.498","4.874","4986.603","4492.823"
"3","8","15","0","49","4","6.5","0.12","45.471","4.579","3101.18","2674.208"
"3","8","16","0","31","5","5.6","0.12","28.724","5.405","1934.355","1548.728"
"3","8","17","230","75","6","4.8","0.12","140.017","8.133","9176.193","8533.959"
"3","8","18","0","0","6","4.3","0.12","0","0","0","0"
"3","8","19","0","0","6","3.6","0.12","0","6","0","0"
"3","8","20","0","0","6","3.3","0.12","0","6","0","0"
"3","8","21","0","0","6","3.5","0.12","0","6","0","0"
"3","8","22","0","0","6","2.9","0.12","0","6","0","0"
"3","8","23","0","0","6","1.5","0.12","0","6","0","0"
"3","9","0","0","0","5","0.6","0.12","0","5","0","0"
"3","9","1","0","0","5","1","0.12","0","5","0","0"
"3","9","2","0","0","5","2.5","0.12","0","5","0","0"
"3","9","3","0","0","4","4.1","0.12","0","4","0","0"
"3","9","4","0","0","4","4.3","0.12","0","4","0","0"
"3","9","5","0","0","4","4.9","0.12","0","4","0","0"
"3","9","6","0","0","3","6","0.12","0","3","0","0"
"3","9","7","0","4","3","6.1","0.12","3.695","3.048","213.254","0"
"3","9","8","0","68","3","4.9","0.12","63.512","3.976","4443.363","3968.832"
"3","9","9","0","75","4","4.6","0.12","69.657","5.111","4838.468","4349.937"
"3","9","10","0","121","4","5.8","0.12","113.53","5.558","7935.928","7337.641"
"3","9","11","0","124","3","6.5","0.12","116.246","4.475","8115.943","7511.278"
"3","9","12","1","158","3","6.9","0.12","150.193","4.827","10535.29","9844.898"
"3","9","13","0","92","2","7.5","0.12","85.584","2.981","5937.124","5409.664"
"3","9","14","0","107","2","8","0.12","99.902","3.095","6997.081","6432.062"
"3","9","15","0","79","1","8.5","0.12","73.395","1.771","5153.104","4653.424"
"3","9","16","32","136","0","8.9","0.12","150.223","1.529","10935.53","10230.955"
"3","9","17","0","9","0","9.3","0.12","8.321","0.082","537.361","201.235"
"3","9","18","0","0","-1","9.5","0.12","0","0","0","0"
"3","9","19","0","0","-2","9.7","0.87","0","-2","0","0"
"3","9","20","0","0","-3","9.7","0.87","0","-3","0","0"
"3","9","21","0","0","-4","9.4","0.87","0","-4","0","0"
"3","9","22","0","0","-5","9.1","0.87","0","-5","0","0"
"3","9","23","0","0","-5","8.8","0.87","0","-5","0","0"
"3","10","0","0","0","-5","8.6","0.87","0","-5","0","0"
"3","10","1","0","0","-6","8.5","0.87","0","-6","0","0"
"3","10","2","0","0","-6","8.4","0.87","0","-6","0","0"
"3","10","3","0","0","-6","8.3","0.87","0","-6","0","0"
"3","10","4","0","0","-7","8","0.87","0","-7","0","0"
"3","10","5","0","0","-8","7.8","0.87","0","-8","0","0"
"3","10","6","0","0","-8","7.8","0.87","0","-8","0","0"
"3","10","7","394","39","-8","7.8","0.87","111.098","-6.854","6317.896","5776.943"
"3","10","8","717","77","-8","7.7","0.87","374.773","-3.779","27846.675","26542.871"
"3","10","9","853","102","-7","7.6","0.87","632.944","0.257","48044.633","46025.136"
"3","10","10","922","119","-6","7.5","0.87","840.871","3.711","62421.425","59892.5"
"3","10","11","865","103","-5","7.3","0.87","873.77","5.273","64144.252","61554.281"
"3","10","12","971","133","-5","7.2","0.87","1043.295","7.377","75574.245","66666.667"
"3","10","13","874","106","-5","7.1","0.87","902.067","5.813","65983.076","63327.949"
"3","10","14","832","101","-5","6.9","0.87","796.482","4.752","58802.564","56401.87"
"3","10","15","687","111","-5","6.7","0.87","594.798","2.446","44582.696","42685.869"
"3","10","16","477","107","-5","6.4","0.87","353.031","-0.439","26580.374","25321.441"
"3","10","17","30","68","-5","6.1","0.87","75.791","-3.999","5331.297","4825.303"
"3","10","18","0","0","-6","6","0.87","0","0","0","0"
"3","10","19","0","0","-6","6","0.87","0","-6","0","0"
"3","10","20","0","0","-6","5.7","0.87","0","-6","0","0"
"3","10","21","0","0","-7","5.5","0.87","0","-7","0","0"
"3","10","22","0","0","-7","5.2","0.87","0","-7","0","0"
"3","10","23","0","0","-8","5","0.87","0","-8","0","0"
"3","11","0","0","0","-8","4.7","0.87","0","-8","0","0"
"3","11","1","0","0","-9","4.4","0.87","0","-9","0","0"
"3","11","2","0","0","-9","4.1","0.87","0","-9","0","0"
"3","11","3","0","0","-10","4","0.87","0","-10","0","0"
"3","11","4","0","0","-10","4","0.87","0","-10","0","0"
"3","11","5","0","0","-10","3.9","0.87","0","-10","0","0"
"3","11","6","0","0","-10","4","0.87","0","-10","0","0"
"3","11","7","100","38","-9","4.5","0.87","58.181","-8.098","3655.834","3209.208"
"3","11","8","731","78","-8","5","0.87","384.067","-2.201","28439.058","27114.264"
"3","11","9","859","104","-7","5.4","0.87","641.777","2.298","48358.238","46327.628"
"3","11","10","815","95","-7","5.6","0.87","736.463","3.397","54795.367","52536.665"
"3","11","11","703","163","-6","5.8","0.87","806.379","5.098","59111.617","56699.973"
"3","11","12","896","104","-6","5.9","0.87","938.876","6.778","68325.896","65587.753"
"3","11","13","236","321","-6","6","0.87","555.292","1.446","40753.236","38992.102"
"3","11","14","949","86","-6","5.9","0.87","871.218","5.876","64046.916","61460.394"
"3","11","15","776","87","-6","5.7","0.87","627.668","2.77","47055.342","45070.899"
"3","11","16","816","83","-6","5.3","0.87","494.619","1.249","37297.196","35658.523"
"3","11","17","271","67","-7","4.5","0.87","147.153","-4.671","10076.471","9402.336"
"3","11","18","0","0","-8","4","0.87","0","0","0","0"
"3","11","19","0","0","-8","4.4","0.87","0","-8","0","0"
"3","11","20","0","0","-8","5","0.87","0","-8","0","0"
"3","11","21","0","0","-8","5.1","0.87","0","-8","0","0"
"3","11","22","0","0","-9","5.3","0.87","0","-9","0","0"
"3","11","23","0","0","-9","5.6","0.87","0","-9","0","0"
"3","12","0","0","0","-8","5.8","0.87","0","-8","0","0"
"3","12","1","0","0","-8","5.6","0.87","0","-8","0","0"
"3","12","2","0","0","-8","5.5","0.87","0","-8","0","0"
"3","12","3","0","0","-8","5.2","0.87","0","-8","0","0"
"3","12","4","0","0","-9","5.1","0.87","0","-9","0","0"
"3","12","5","0","0","-9","5.1","0.87","0","-9","0","0"
"3","12","6","0","0","-8","5.2","0.87","0","-8","0","0"
"3","12","7","395","43","-7","5.6","0.87","117.966","-5.453","6894.192","6332.819"
"3","12","8","696","84","-5","6","0.87","378.811","0.083","27875.991","26571.149"
"3","12","9","834","110","-3","6.2","0.87","636.176","5.409","47393.447","45397.024"
"3","12","10","674","142","-3","6.1","0.87","685.814","6.139","50420.755","48317.062"
"3","12","11","625","193","-2","6","0.87","772.847","8.393","55935.114","53636.026"
"3","12","12","872","112","-1","5.9","0.87","935.162","11.724","66852.18","64166.256"
"3","12","13","956","134","-1","5.8","0.87","1017.459","13.005","72333.015","66666.667"
"3","12","14","888","87","-1","5.6","0.87","824.952","10.638","59664.173","57232.95"
"3","12","15","870","115","-1","5.3","0.87","722.6","9.584","52846.932","50657.27"
"3","12","16","759","96","-1","4.7","0.87","483.503","6.642","35760.652","34176.425"
"3","12","17","547","62","-2","3.8","0.87","217.087","1.765","14342.682","13517.379"
"3","12","18","0","0","-3","3","0.87","0","0","0","0"
"3","12","19","0","0","-4","2.9","0.87","0","-4","0","0"
"3","12","20","0","0","-5","3.1","0.87","0","-5","0","0"
"3","12","21","0","0","-6","3.4","0.87","0","-6","0","0"
"3","12","22","0","0","-7","3.5","0.87","0","-7","0","0"
"3","12","23","0","0","-8","3.5","0.87","0","-8","0","0"
"3","13","0","0","0","-8","3.4","0.87","0","-8","0","0"
"3","13","1","0","0","-8","3.4","0.87","0","-8","0","0"
"3","13","2","0","0","-8","3.5","0.87","0","-8","0","0"
"3","13","3","0","0","-8","3.7","0.87","0","-8","0","0"
"3","13","4","0","0","-8","3.8","0.87","0","-8","0","0"
"3","13","5","0","0","-8","3.8","0.87","0","-8","0","0"
"3","13","6","0","0","-7","4.2","0.87","0","-7","0","0"
"3","13","7","433","42","-6","5.3","0.87","125.301","-4.296","7311.349","6735.194"
"3","13","8","367","101","-4","6.5","0.87","262.847","-0.657","19327.048","18325.129"
"3","13","9","646","108","-2","7.3","0.87","522.442","4.161","39003.133","37304.012"
"3","13","10","726","127","-1","7.7","0.87","711.524","7.057","52163.585","49998.137"
"3","13","11","792","133","-1","8.1","0.87","851.477","8.279","61748.292","59243.22"
"3","13","12","387","302","0","8.3","0.87","689.558","7.36","49715.177","47636.485"
"3","13","13","353","303","0","8.4","0.87","652.022","6.898","47097.542","45111.604"
"3","13","14","248","287","0","8.2","0.87","507.935","5.473","36901.365","35276.718"
"3","13","15","261","222","0","7.8","0.87","418.202","4.685","30671.966","29268.052"
"3","13","16","439","119","0","7.4","0.87","349.316","4.076","25877.239","24643.221"
"3","13","17","169","71","0","7.4","0.87","121.184","1.387","8221.652","7613.241"
"3","13","18","0","0","0","7.7","0.87","0","0","0","0"
"3","13","19","0","0","0","8.2","0.87","0","0","0","0"
"3","13","20","0","0","0","8.5","0.87","0","0","0","0"
"3","13","21","0","0","0","8.6","0.87","0","0","0","0"
"3","13","22","0","0","0","8.3","0.87","0","0","0","0"
"3","13","23","0","0","0","7.9","0.87","0","0","0","0"
"3","14","0","0","0","0","7.4","0.87","0","0","0","0"
"3","14","1","0","0","0","7.6","0.87","0","0","0","0"
"3","14","2","0","0","0","8.3","0.87","0","0","0","0"
"3","14","3","0","0","-1","8.7","0.87","0","-1","0","0"
"3","14","4","0","0","-2","8.8","0.87","0","-2","0","0"
"3","14","5","0","0","-3","9.3","0.87","0","-3","0","0"
"3","14","6","0","0","-2","9.9","0.87","0","-2","0","0"
"3","14","7","271","54","-2","10.3","0.87","108.852","-1.059","6647.851","6095.206"
"3","14","8","207","120","-2","10.5","0.87","213.609","-0.09","15640.302","14769.019"
"3","14","9","235","198","-1","10.4","0.87","358.376","2.235","26528.398","25271.307"
"3","14","10","521","198","0","10.2","0.87","628.339","5.755","46078.635","44128.8"
"3","14","11","85","312","0","9.7","0.87","397.211","3.762","28665.544","27332.724"
"3","14","12","382","306","0","9","0.87","690.205","6.934","49811.261","47729.165"
"3","14","13","419","288","0","8.3","0.87","705.489","7.532","50897.246","48776.669"
"3","14","14","632","176","0","7.7","0.87","725.341","8.202","52694.865","50510.592"
"3","14","15","22","196","0","7.1","0.87","206.461","2.467","14871.302","14027.267"
"3","14","16","20","139","0","6.4","0.87","145.051","1.868","10463.018","9775.186"
"3","14","17","278","67","0","5.5","0.87","149.737","2.091","10048.411","9375.271"
"3","14","18","0","0","-1","5.1","0.87","0","0","0","0"
"3","14","19","0","0","-2","5.1","0.87","0","-2","0","0"
"3","14","20","0","0","-2","5","0.87","0","-2","0","0"
"3","14","21","0","0","-3","4.7","0.87","0","-3","0","0"
"3","14","22","0","0","-3","4.3","0.87","0","-3","0","0"
"3","14","23","0","0","-4","4.1","0.87","0","-4","0","0"
"3","15","0","0","0","-4","4","0.87","0","-4","0","0"
"3","15","1","0","0","-5","4.1","0.87","0","-5","0","0"
"3","15","2","0","0","-5","4.2","0.87","0","-5","0","0"
"3","15","3","0","0","-5","4.2","0.87","0","-5","0","0"
"3","15","4","0","0","-5","4.3","0.87","0","-5","0","0"
"3","15","5","0","0","-6","4.1","0.87","0","-6","0","0"
"3","15","6","0","0","-6","4.1","0.87","0","-6","0","0"
"3","15","7","330","54","-5","4.6","0.87","120.694","-3.173","7392.279","6813.256"
"3","15","8","605","108","-3","4.7","0.87","372.626","2.858","27279.524","25995.817"
"3","15","9","730","148","-2","4.2","0.87","620.412","8.488","45581.244","43649.034"
"3","15","10","780","187","-1","3.8","0.87","821.901","13.683","58683.61","56287.132"
"3","15","11","812","208","0","3.6","0.87","958.675","17.623","66973.092","64282.884"
"3","15","12","835","210","0","3.4","0.87","1019.797","19.327","70577.83","66666.667"
"3","15","13","818","213","0","3.2","0.87","989.602","19.37","68574.141","65827.201"
"3","15","14","789","198","0","3.1","0.87","878.236","17.495","61650.872","59149.252"
"3","15","15","739","169","0","3","0.87","697.51","14.158","50024.856","47935.192"
"3","15","16","619","136","0","2.8","0.87","457.289","9.616","33395.502","31895.081"
"3","15","17","408","84","-1","2.7","0.87","202.791","3.233","13617.669","12818.056"
"3","15","18","0","0","-2","2.9","0.87","0","0","0","0"
"3","15","19","0","0","-3","3.2","0.12","0","-3","0","0"
"3","15","20","0","0","-4","3.4","0.12","0","-4","0","0"
"3","15","21","0","0","-4","3.3","0.12","0","-4","0","0"
"3","15","22","0","0","-5","3.2","0.12","0","-5","0","0"
"3","15","23","0","0","-5","3","0.12","0","-5","0","0"
"3","16","0","0","0","-6","2.8","0.12","0","-6","0","0"
"3","16","1","0","0","-6","2.6","0.12","0","-6","0","0"
"3","16","2","0","0","-7","2.3","0.12","0","-7","0","0"
"3","16","3","0","0","-7","2.1","0.12","0","-7","0","0"
"3","16","4","0","0","-8","2.1","0.12","0","-8","0","0"
"3","16","5","0","0","-9","2.1","0.12","0","-9","0","0"
"3","16","6","0","0","-8","2.4","0.12","0","-8","0","0"
"3","16","7","539","38","-6","3","0.12","144.843","-3.264","8495.213","7877.109"
"3","16","8","791","63","-4","3.5","0.12","402.54","3.513","29521.63","28158.476"
"3","16","9","904","76","-3","3.5","0.12","643.333","9.079","47488.02","45488.246"
"3","16","10","962","85","-1","3.3","0.12","839.804","15.236","60040.599","57596.037"
"3","16","11","990","91","0","3.2","0.12","970.358","19.037","67908.415","65185.065"
"3","16","12","997","94","0","3.2","0.12","1022.635","20.051","71071.302","66666.667"
"3","16","13","987","95","1","3.3","0.12","994.518","20.192","69187.995","66419.304"
"3","16","14","960","92","1","3.4","0.12","888.025","17.886","62681.529","60143.388"
"3","16","15","906","86","1","3.3","0.12","715.31","14.847","51522.112","49379.394"
"3","16","16","340","139","0","2.9","0.12","313.6","6.483","23037.062","21903.682"
"3","16","17","629","52","-1","2.4","0.12","231.302","4.066","15201.732","14345.989"
"3","16","18","0","0","-3","2.5","0.12","0","0","0","0"
"3","16","19","0","0","-4","2.9","0.12","0","-4","0","0"
"3","16","20","0","0","-4","3","0.12","0","-4","0","0"
"3","16","21","0","0","-4","2.8","0.12","0","-4","0","0"
"3","16","22","0","0","-4","2.7","0.12","0","-4","0","0"
"3","16","23","0","0","-4","3","0.12","0","-4","0","0"
"3","17","0","0","0","-4","3.1","0.12","0","-4","0","0"
"3","17","1","0","0","-4","3.1","0.12","0","-4","0","0"
"3","17","2","0","0","-4","3.1","0.12","0","-4","0","0"
"3","17","3","0","0","-4","3.1","0.12","0","-4","0","0"
"3","17","4","0","0","-4","3.1","0.12","0","-4","0","0"
"3","17","5","0","0","-4","3.1","0.12","0","-4","0","0"
"3","17","6","0","0","-3","3.3","0.12","0","-3","0","0"
"3","17","7","39","50","-2","3.8","0.12","55.741","-1.021","3720.062","3271.161"
"3","17","8","424","102","0","4","0.12","289.887","5.025","21082.525","20018.402"
"3","17","9","746","113","1","3.9","0.12","592.878","11.474","43275.957","41425.433"
"3","17","10","798","131","2","3.9","0.12","773.162","15.627","55103.022","52833.417"
"3","17","11","387","292","3","3.9","0.12","655.38","14.51","46314.372","44356.185"
"3","17","12","342","325","4","4.1","0.12","667.526","15.379","46863.783","44886.128"
"3","17","13","64","319","4","4.2","0.12","381.231","10.395","26897.846","25627.663"
"3","17","14","44","270","4","4.1","0.12","307.372","9.234","21762.683","20674.46"
"3","17","15","2","166","3","3.8","0.12","159.056","5.833","11261.092","10544.982"
"3","17","16","6","134","2","3.6","0.12","130.381","4.4","9321.82","8674.426"
"3","17","17","0","69","1","3.9","0.12","65.052","2.144","4558.863","4080.24"
"3","17","18","0","2","0","4.3","0.12","1.903","0.027","76.201","0"
"3","17","19","0","0","0","4.4","0.12","0","0","0","0"
"3","17","20","0","0","1","4.6","0.12","0","1","0","0"
"3","17","21","0","0","1","4.7","0.12","0","1","0","0"
"3","17","22","0","0","1","4.8","0.12","0","1","0","0"
"3","17","23","0","0","1","4.7","0.12","0","1","0","0"
"3","18","0","0","0","1","4.5","0.12","0","1","0","0"
"3","18","1","0","0","1","4.4","0.12","0","1","0","0"
"3","18","2","0","0","1","4.4","0.12","0","1","0","0"
"3","18","3","0","0","1","4","0.12","0","1","0","0"
"3","18","4","0","0","1","3.4","0.12","0","1","0","0"
"3","18","5","0","0","1","2.9","0.12","0","1","0","0"
"3","18","6","0","0","1","2.7","0.12","0","1","0","0"
"3","18","7","0","12","1","2.9","0.12","11.098","1.227","713.888","371.507"
"3","18","8","0","37","3","3.2","0.12","34.293","3.673","2344.69","1944.523"
"3","18","9","0","88","4","3.3","0.12","81.85","5.576","5688.358","5169.712"
"3","18","10","0","136","5","3.3","0.12","127.8","7.454","8872.65","8241.172"
"3","18","11","0","143","5","3.2","0.12","134.45","7.62","9290.102","8643.832"
"3","18","12","11","233","6","3.3","0.12","233.157","10.47","16191.449","15300.637"
"3","18","13","0","157","6","3.7","0.12","148.024","8.667","10207.64","9528.857"
"3","18","14","0","150","5","3.5","0.12","141.326","7.628","9814.212","9149.37"
"3","18","15","0","150","4","2.8","0.12","141.796","6.965","9954.353","9284.546"
"3","18","16","0","56","3","2.3","0.12","51.961","4.193","3594.491","3150.039"
"3","18","17","0","30","3","2.2","0.12","27.792","3.65","1873.469","1490"
"3","18","18","0","1","3","2.8","0.12","0.951","3.017","0","0"
"3","18","19","0","0","3","3.3","0.12","0","3","0","0"
"3","18","20","0","0","3","2.8","0.12","0","3","0","0"
"3","18","21","0","0","3","2.2","0.12","0","3","0","0"
"3","18","22","0","0","3","2.4","0.12","0","3","0","0"
"3","18","23","0","0","4","2.7","0.12","0","4","0","0"
"3","19","0","0","0","4","2.5","0.12","0","4","0","0"
"3","19","1","0","0","4","2.1","0.12","0","4","0","0"
"3","19","2","0","0","4","1.6","0.12","0","4","0","0"
"3","19","3","0","0","3","1.4","0.12","0","3","0","0"
"3","19","4","0","0","3","1.6","0.12","0","3","0","0"
"3","19","5","0","0","2","1.9","0.12","0","2","0","0"
"3","19","6","0","0","2","2.3","0.12","0","2","0","0"
"3","19","7","161","67","2","2.8","0.12","101.181","4.064","6504.76","5957.186"
"3","19","8","0","32","2","3.1","0.12","29.651","2.591","2024.237","1635.426"
"3","19","9","0","137","3","3.6","0.12","129.259","5.374","9130.841","8490.214"
"3","19","10","488","262","4","4.2","0.12","669.477","15.283","47476.942","45477.56"
"3","19","11","1","163","5","4.6","0.12","154.745","7.456","10746.422","10048.549"
"3","19","12","637","246","5","4.8","0.12","870.217","18.511","60599.87","58135.49"
"3","19","13","3","175","5","4.8","0.12","168.271","7.601","11700.284","10968.611"
"3","19","14","626","215","5","4.7","0.12","755.217","16.897","53261.687","51057.329"
"3","19","15","0","108","4","4.6","0.12","100.905","5.606","7037.013","6470.579"
"3","19","16","449","154","3","4.2","0.12","389.542","9.589","28440.368","27115.528"
"3","19","17","0","49","2","3.5","0.12","45.482","2.85","3139.383","2711.057"
"3","19","18","0","3","1","3.3","0.12","2.854","1.048","115.89","0"
"3","19","19","0","0","0","3.6","0.12","0","0","0","0"
"3","19","20","0","0","0","3.7","0.12","0","0","0","0"
"3","19","21","0","0","0","3.8","0.12","0","0","0","0"
"3","19","22","0","0","0","3.8","0.12","0","0","0","0"
"3","19","23","0","0","0","3.3","0.12","0","0","0","0"
"3","20","0","0","0","0","2.9","0.12","0","0","0","0"
"3","20","1","0","0","0","3.6","0.12","0","0","0","0"
"3","20","2","0","0","0","4.6","0.12","0","0","0","0"
"3","20","3","0","0","-1","5","0.12","0","-1","0","0"
"3","20","4","0","0","-1","5.1","0.12","0","-1","0","0"
"3","20","5","0","0","0","5.3","0.12","0","0","0","0"
"3","20","6","0","0","0","5.8","0.12","0","0","0","0"
"3","20","7","0","15","0","6.8","0.12","13.877","0.171","909.736","560.415"
"3","20","8","0","58","0","7.6","0.12","53.82","0.615","3790.491","3339.094"
"3","20","9","21","186","0","7.8","0.12","191.035","2.138","13842.717","13035.129"
"3","20","10","1","171","1","7.6","0.12","162.682","2.85","11573.771","10846.582"
"3","20","11","6","199","1","7.4","0.12","194.479","3.251","13817.081","13010.402"
"3","20","12","10","224","1","7.5","0.12","223.105","3.556","15863.932","14984.725"
"3","20","13","15","249","1","7.5","0.12","252.526","3.894","18016.453","17060.974"
"3","20","14","0","149","1","7.5","0.12","140.282","2.609","9919.832","9251.248"
"3","20","15","0","117","1","7.6","0.12","109.553","2.247","7758.669","7166.663"
"3","20","16","0","121","0","7.7","0.12","114.222","1.292","8217.485","7609.222"
"3","20","17","0","63","0","7.9","0.12","58.956","0.654","4148.289","3684.214"
"3","20","18","0","5","0","8","0.12","4.756","0.045","198.777","0"
"3","20","19","0","0","0","8.1","0.87","0","0","0","0"
"3","20","20","0","0","0","8.3","0.87","0","0","0","0"
"3","20","21","0","0","0","8.4","0.87","0","0","0","0"
"3","20","22","0","0","0","8.4","0.87","0","0","0","0"
"3","20","23","0","0","0","8.4","0.87","0","0","0","0"
"3","21","0","0","0","0","8.3","0.87","0","0","0","0"
"3","21","1","0","0","0","8.2","0.87","0","0","0","0"
"3","21","2","0","0","0","8.1","0.87","0","0","0","0"
"3","21","3","0","0","0","8.1","0.87","0","0","0","0"
"3","21","4","0","0","0","8.1","0.87","0","0","0","0"
"3","21","5","0","0","0","8.2","0.87","0","0","0","0"
"3","21","6","0","0","-1","8.4","0.87","0","-1","0","0"
"3","21","7","0","15","0","8.6","0.87","14.129","0.147","923.434","573.628"
"3","21","8","91","141","0","8.6","0.87","180.504","1.881","13106.84","12325.327"
"3","21","9","4","163","0","8.5","0.87","160.014","1.678","11468.248","10744.797"
"3","21","10","215","292","0","8.2","0.87","478.869","5.158","34755.611","33206.997"
"3","21","11","240","339","0","7.7","0.87","575.982","6.486","41458.896","39672.758"
"3","21","12","152","365","0","7.3","0.87","532.56","6.222","38155.234","36486.157"
"3","21","13","138","354","1","7","0.87","503.85","7.066","35997.207","34404.598"
"3","21","14","128","313","1","6.8","0.87","437.775","6.385","31433.644","30002.74"
"3","21","15","20","204","0","6.5","0.87","212.485","2.698","15267.379","14409.31"
"3","21","16","15","145","0","6.1","0.87","147.902","1.967","10652.006","9957.478"
"3","21","17","0","13","0","5.4","0.87","12.244","0.176","806.269","460.615"
"3","21","18","0","1","0","4.6","0.87","0.951","0.013","0","0"
"3","21","19","0","0","-1","4","0.87","0","-1","0","0"
"3","21","20","0","0","-2","3.7","0.87","0","-2","0","0"
"3","21","21","0","0","-2","3.4","0.87","0","-2","0","0"
"3","21","22","0","0","-3","3","0.87","0","-3","0","0"
"3","21","23","0","0","-3","2.7","0.87","0","-3","0","0"
"3","22","0","0","0","-3","2.6","0.87","0","-3","0","0"
"3","22","1","0","0","-3","2.6","0.87","0","-3","0","0"
"3","22","2","0","0","-3","2.7","0.87","0","-3","0","0"
"3","22","3","0","0","-3","2.8","0.87","0","-3","0","0"
"3","22","4","0","0","-2","3.2","0.87","0","-2","0","0"
"3","22","5","0","0","-2","3.6","0.87","0","-2","0","0"
"3","22","6","0","0","-1","4.2","0.87","0","-1","0","0"
